SQL_Statement,Char_Count,Word_Count,Query_Type,Tables,Table_Count,Join_Count,Aggregate,Nestedness_Level,Column_Count,Aggregate_Count,UDF_Count,Function_Count,Predicate_Count
"SELECT  x, y, z FROM  [1267].[table_1A17_3.csv] WHERE  res_surface_area_ratio > 0.4",83,10,SELECT,['[1267].[TABLE_1A17_3.CSV]'],1,0,NO,0,3,0,0,0,1
"SELECT  t1.[Isolate ID],  t2.[Isolate ID],  t1.[Arc1327e Box],  t2.[Arc1327e Box] FROM  [table_t01_30Aug.csv] t1 join [table_t02_30Aug_1.csv] t2 on (t1.[Isolate ID] = t2.[Isolate ID]) where t1.[Isolate ID] <> ' ' and t2.[Isolate ID] <> ' '",239,33,SELECT,"['[TABLE_T02_30AUG_1.CSV]', '[TABLE_T01_30AUG.CSV]']",2,1,NO,0,4,0,0,0,1
"SELECT  S.LAT,  S.LON,  S.[file], T.[OCEAN.TEMP], T.SALINITY, S.day, S.[BULK.RED] FROM  [1057].[Tokyo4_sds_timestamp] as S, [1057].[Tokyo4_sds_TS] as T WHERE  S.timestamp = T.timestamp",184,19,SELECT,"['[1057].[TOKYO4_SDS_TIMESTAMP],[1057].[Tokyo4_sds_TS]']",2,1,NO,0,7,0,0,0,1
"SELECT  * FROM  [826].[PmTE_ALL-DE.txt] DE ,  [826].[table_Psemu1FL_RT_spgp_gp_ok.txt] supergroup WHERE  supergroup.Consensus = DE.name AND  logFC_Fe < 0.5 AND  logFC_Fe > -0.5 AND  logFC_P < -1 AND  logFC_Si < -1 AND  logFC_Urea < -1 AND  (PValue_Fe < 0.05 OR  PValue_P < 0.05 OR  PValue_Si < 0.05 OR  PValue_Urea < 0.05)",322,48,SELECT,"['[826].[PMTE_ALL',[826].[table_Psemu1FL_RT_spgp_gp_ok.txt]']",2,1,NO,0,1,0,0,0,10
"select s.ssgcidid,  s.uniprot,  ec.""EC Numbers"",  ec.""Database"" as ec_source,  ec.enzyme_id as ec_source_id,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv] s on (s.uniprot = ec.accession)",218,22,SELECT,"['[SSGCID_UNIPROT.CSV]', '[UNIQUE_EC_MAPPED_TO_UNIPROT]']",2,1,NO,0,6,0,0,0,1
"SELECT  newid, rand(hashbytes('sha',  Collaborator)+ datepart(ms,  GETDATE())) FROM  [1314howe].[organization pairs]",116,9,SELECT,['[1314HOWE].[ORGANIZATION'],1,0,NO,0,4,0,0,0,0
"SELECT  [Saito_Id],  [Identified Proteins],  [Accession],  [BLAST_NR ANNOTATION],  [BLAST NR OR GANISM],  [BLAST Microbial P col1],  [BLAST Microbial P col2],  [Molecular Weight (kDa)] ,  3 AS Sample ,  'P8' AS Station ,  70 AS 'Depth (m)' ,  [(G3)-S8-70m] AS [Spectral Count] FROM  [446].[Cleaned_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]",354,42,SELECT,['[446].[CLEANED_SAITO_GEOMICS1D_SUBSURFACEPROTEINS_WITHPRELIMCOUNTS.CSV]'],1,0,NO,0,12,0,0,0,0
"SELECT  Source,  COUNT(Label) FROM  [446].[GeoMICS_key.csv] GROUP BY  Source",76,8,SELECT,['[446].[GEOMICS_KEY.CSV]'],1,0,YES,0,2,1,0,1,0
SELECT  CAST(score AS FLOAT) AS scoreNum FROM  [823].[CGbigill5x_asgff],71,8,SELECT,['[823].[CGBIGILL5X_ASGFF]'],1,0,NO,0,1,0,0,0,0
"SELECT  cast(date + ' ' + time as datetime) as timestamp,  location,  event_knots,  current_intensity FROM  [1052].[Pile Point Currents 00-11.txt] ORDER BY  cast(date + ' ' + time as datetime)",192,29,SELECT,['[1052].[PILE'],1,0,NO,0,4,0,0,0,0
"SELECT  cast( datepart(hour,  binid) as varchar(2)) + ':00' as hour,  binid as timestamp,  salinity as salinity,  fluorescence,  transmission,  [(O2/Ar)sat] as oxygen_sat,  pop as seaflow_pop,  conc as seaflow_conc,  chl_big as seaflow_chl,  fsc_big as seaflow_fsc,  pe as seaflow_pe FROM  [1314howe].[SDS and Seaflow Joined with Biological productivity] ORDER BY  binid asc",374,48,SELECT,['[1314HOWE].[SDS'],1,0,NO,0,12,0,0,0,0
"select distinct a.fullname,  p.id as pubID from field f,  author a,  publication p where f.p='author' and f.k=p.id and f.v=a.fullname",133,19,SELECT,"['FIELD','AUTHOR','PUBLICATION']",3,2,NO,0,2,0,0,0,3
"SELECT  x % 103 AS bucket,  SUM(sumdegree) AS edges FROM  [354].[twitter_rv.6200000.sumdegree] GROUP BY  (x % 103) ORDER BY  edges desc",135,20,SELECT,['[354].[TWITTER_RV.6200000.SUMDEGREE]'],1,0,YES,0,2,1,0,1,0
"select category from ( SELECT  case when budget = 'Moore' then 'Moore/Sloan' when budget = 'Sloan' then 'Moore/Sloan' else budget end as budget ,  case when Description Like '%Faculty:%' and category_label = 'Salaries' then 'Faculty' when Description Like '%Faculty:%' and category_label = 'Benefits' then 'Faculty' when Description Like '%tudents%' and category_label = 'Salaries' then 'Students' when Description Like '%tudents%' and category_label = 'Benefits' then 'Students' when Description Like '%ost-doc%' and category_label = 'Benefits' then 'Postdoc' when Description Like '%ost-doc%' and category_label = 'Salaries' then 'Postdoc' when Description Like '%Pro Staff%' and category_label = 'Salaries' then 'Research Staff' when Description Like '%Pro Staff%' and category_label = 'Benefits' then 'Research Staff' when Description Like '%Admin Pro%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Admin Pro%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Benefits' then 'Admin Staff' when category_label = 'Consulting' or category_label = 'Equipment' or category_label = 'Supplies' or category_label = 'Contractual Services' or category_label='Recharge' then 'Other' else category_label end as category ,  Description ,  case when len(INV_Date) <2 then NULL when PO_Invoice = 'CR3566' then '9/1/2015' else cast(inv_date as date) end as inv_date ,  cast(case when BAR_Amt is null then Encumbered else BAR_Amt end as float) as amount ,  cd,  PO_Invoice,  Encumbered FROM  [1314howe].[ALL_Operations_Details.csv] ) x group by category",2567,341,SELECT,['[1314HOWE].[ALL_OPERATIONS_DETAILS.CSV]'],1,0,YES,1,1,0,0,0,0
"SELECT  distinct n.isolate_id,  s.subject_ids,  n.sub_bag_no,  n.sub_q,  n.date,  n.date_trashed,  n.cp_q,  n.cp_bag_no,  n.date_2,  n.date_trashed_2,  n.to_be_regrown,  n.arc1327e_q,  a.concat_arc1327e_boxes,  l.concat_locations,  ad.concat_arc1327e_dates,  n.notes FROM  [table_nearly_winnowed_subqry.csv] n full outer join [table_isol_concat_subj_id.csv] s on (s.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_box.csv] a on (a.isolate_id = n.isolate_id) full outer join [table_isol_concat_locn.csv] l on (l.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_date.csv] ad on (ad.isolate_id = n.isolate_id)",643,57,SELECT,"['[TABLE_ISOL_CONCAT_ARCH_BOX.CSV]', '[TABLE_ISOL_CONCAT_SUBJ_ID.CSV]', '[TABLE_ISOL_CONCAT_LOCN.CSV]', '[TABLE_NEARLY_WINNOWED_SUBQRY.CSV]', '[TABLE_ISOL_CONCAT_ARCH_DATE.CSV]']",5,4,NO,0,16,0,0,0,4
SELECT  * FROM  [521].[FirstLinePoetTitle2.csv] WHERE  Title LIKE 'the%',72,8,SELECT,['[521].[FIRSTLINEPOETTITLE2.CSV]'],1,0,NO,0,1,0,0,0,1
select * from 1385_queries where sql_code not like '%table_%'  and sql_code like '%AND %'  and sql_code not like '%JOIN %' --where is_public = 0,144,24,SELECT,['1385_QUERIES'],1,1,NO,0,1,0,0,0,5
"select distinct se.ssgcidid,  se.uniprot,  se.""EC Numbers"",  se.ec_source,  se.annotation,  ecp.pathway_id,  ecp.pathway_name from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name is not null",245,26,SELECT,"['[EC_PATHWAY.CSV]', '[SSGCID_EC_MAP]']",2,1,NO,0,7,0,0,0,1
"SELECT 
    Column1 AS seqid, 
    Column4 AS start, 
    Column5 AS [end], 
    'BiGillExonExp' AS Feature, 
    (Column10 / Column12) AS feat_bp 
FROM 
    [1123].[BiGill_ThBAM_cov_exon_2.txt]",317,38,SELECT,['[1123].[BIGILL_THBAM_COV_EXON_2.TXT]'],1,0,NO,0,5,0,0,0,0
SELECT  * FROM [446].[V2_GDGT Data for Francois database.csv] AS gdgt FULL OUTER JOIN [446].[table_V2_Carlson_carbon data_GeoMICS.csv] AS doc ON doc.[Depth..m.] = gdgt.[Depth..m.] AND  doc.Station = gdgt.Station FULL OUTER JOIN  [446].[V2_O2_measurements_final.csv] AS oxy ON doc.[Depth..m.] = oxy.[Depth] AND  doc.Station = oxy.Station,336,39,SELECT,"['[446].[V2_O2_MEASUREMENTS_FINAL.CSV]', '[446].[TABLE_V2_CARLSON_CARBON', '[446].[V2_GDGT']",3,2,NO,0,1,0,0,0,4
select distinct conf_id from [1143].tbl_organizer order by conf_id,66,8,SELECT,['[1143].TBL_ORGANIZER'],1,0,NO,0,1,0,0,0,0
"SELECT  CAST([Time] AS Datetime) AS [DateTime] ,  DATEDIFF(SECOND, {d '1970-01-01'},  CAST([Time] AS Datetime)) AS [UnixTimestamp] ,  [LAT] ,  [LON] ,  CASE WHEN [CONDUCTIVITY] = 'NA' THEN NULL ELSE [CONDUCTIVITY] END AS [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  CASE WHEN [MACHINE.TEMP] = 'NA' THEN NULL ELSE [MACHINE.TEMP] END AS [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  CASE WHEN [position] = 'NA' THEN NULL ELSE [position] END AS [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  CASE WHEN [PAR] = 'NA' THEN NULL ELSE [PAR] END AS [PAR] ,  [time] ,  [day] ,  [file] ,  [DMY] ,  [HMS] FROM  [1059].[sds.tab] ORDER BY  [UnixTimestamp] ASC",800,119,SELECT,['[1059].[SDS.TAB]'],1,0,NO,0,31,0,0,0,0
"SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  [Accession] ,  [BLAST_NR ANNOTATION] ,  [BLAST NR OR GANISM] ,  [BLAST Microbial P col1] ,  [BLAST Microbial P col2] ,  [Molecular Weight] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]",504,62,SELECT,['[446].[TABLE_SAITO_GEOMICS1D_SUBSURFACEPROTEINS_WITHPRELIMCOUNTS.CSV]'],1,0,NO,0,17,0,0,0,0
SELECT  * FROM  [1123].[scratch_methratio_out] where ratio = 'NA' and C_count > 0,81,12,SELECT,['[1123].[SCRATCH_METHRATIO_OUT]'],1,0,NO,0,1,0,0,0,2
SELECT  * FROM  [1123].[TJGR_Gill_meth_CDSexpression_gene] Where sum > 10,73,8,SELECT,['[1123].[TJGR_GILL_METH_CDSEXPRESSION_GENE]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1314howe].[UW 2010 Salaries] where job_title like '%ASSISTANT %PROF%' order by salary asc,106,15,SELECT,['[1314HOWE].[UW'],1,0,NO,0,1,0,0,0,1
"SELECT STUFF(STUFF(REPLICATE('0', 6-LEN(HMS)) + convert(VARCHAR(6), HMS), 3, 0, ':'), 6, 0, ':') as HMS",103,14,SELECT,[],0,0,NO,0,0,0,0,0,0
"SELECT  * FROM  [1123].[BSoysterGENE] Where ""Sum mRNA"" > 100 and ""Percent mCpG (mRNA)"" > 80",91,15,SELECT,['[1123].[BSOYSTERGENE]'],1,0,NO,0,1,0,0,0,2
SELECT  * FROM  [1123].[table_fish546_module1_blast_table.txt] INNER JOIN  [1123].[table_associations_uni_swisspro_012410.tabular] ON [1123].[table_fish546_module1_blast_table.txt].SPID=[1123].[table_associations_uni_swisspro_012410.tabular].ID,244,9,SELECT,"['[1123].[TABLE_FISH546_MODULE1_BLAST_TABLE.TXT]', '[1123].[TABLE_ASSOCIATIONS_UNI_SWISSPRO_012410.TABULAR]']",2,1,NO,0,1,0,0,0,1
"SELECT  [VLP.mL] as VirusCount ,  [DAPI..cells.ml.] as BactCount FROM  [446].[Virus_Count_vs_Bact_Count] WHERE  [VLP.ml] <> 'NA' AND  [DAPI..cells.ml.] <> 'NA'",159,18,SELECT,['[446].[VIRUS_COUNT_VS_BACT_COUNT]'],1,0,NO,0,2,0,0,0,2
"SELECT  CAST([Time] AS Datetime) AS [DateTime] ,  DATEDIFF(SECOND, {d '1970-01-01'},  CAST([Time] AS Datetime)) ,  [LAT] ,  [LON] ,  CASE WHEN [CONDUCTIVITY] = 'NA' THEN NULL ELSE [CONDUCTIVITY] END AS [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  CASE WHEN [MACHINE.TEMP] = 'NA' THEN NULL ELSE [MACHINE.TEMP] END AS [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  CASE WHEN [position] = 'NA' THEN NULL ELSE [position] END AS [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  CASE WHEN [PAR] = 'NA' THEN NULL ELSE [PAR] END AS [PAR] ,  [time] ,  [day] ,  [file] ,  [DMY] ,  [HMS] FROM  [1059].[sds2.tab] ORDER BY  [DateTime] ASC",777,117,SELECT,['[1059].[SDS2.TAB]'],1,0,NO,0,31,0,0,0,0
"SELECT  SUM (app_bio_female),  SUM(offers_bio_female) FROM  [813].[table_oser11.csv] WHERE  app_total > 300",107,10,SELECT,['[813].[TABLE_OSER11.CSV]'],1,0,YES,0,2,2,0,2,1
"SELECT  *, 801 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_801bacteria_annotation.csv] UNION ALL SELECT  *, 802 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_802bacteria_annotation.csv] UNION ALL SELECT  *, 803 AS FileNumber FROM  [446].[Protein_Groups_N_Pacific_803bacteria_annotation.csv]",304,25,SELECT,"['[446].[PROTEIN_GROUPS_N_PACIFIC_803BACTERIA_ANNOTATION.CSV]', '[446].[PROTEIN_GROUPS_N_PACIFIC_801BACTERIA_ANNOTATION.CSV]', '[446].[PROTEIN_GROUPS_N_PACIFIC_802BACTERIA_ANNOTATION.CSV]']",3,0,NO,0,2,0,0,0,0
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein D2] ,  [tot indep spectra] AS [tot spectra D2] FROM  [412].[D2_trip_files_169_170_171.prot.txt]",431,55,SELECT,['[412].[D2_TRIP_FILES_169_170_171.PROT.TXT]'],1,0,NO,0,11,0,0,0,0
SELECT  * FROM  [446].[uw_salaries_2011.txt] WHERE  Column6 IS NULL,67,8,SELECT,['[446].[UW_SALARIES_2011.TXT]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [412].[103B_245_01.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_01.txt].proteinCG245_01 LEFT JOIN  [412].[103B_245_02.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_02.txt].proteinCG245_02 LEFT JOIN  [412].[103B_245_03.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_03.txt].proteinCG245_03,494,38,SELECT,"['[412].[103B_245_03.TXT]', '[412].[103B_245_01.TXT]', '[412].[103B_245_02.TXT]', '[412].[ALL']",4,3,NO,0,1,0,0,0,3
SELECT  * FROM  [412].[table_lowco2 spec counts background.txt] INNER JOIN  [412].[table_Cg proteome db evalue -10.txt] ON [412].[table_lowco2 spec counts background.txt].protein=[412].[table_Cg proteome db evalue -10.txt].Protein,230,23,SELECT,"['[412].[table_lowco2 spec counts background.txt]','[412].[table_Cg proteome db evalue -10.txt]']",2,1,NO,0,1,0,0,0,1
"SELECT  c.DEST,  n.ORIGIN,  c.ARR_TIME,  n.DEP_TIME FROM  [372].[flights09_part] c JOIN [372].[flights09_part] n ON c.TAIL_NUM = n.TAIL_NUM AND  (c.DATE < n.DATE OR  (c.DATE = n.DATE AND  c.ARR_TIME <= n.DEP_TIME)) AND  c.DEST != n.ORIGIN",238,31,SELECT,['[372].[FLIGHTS09_PART]'],1,1,NO,0,4,0,0,0,5
"SELECT  'Tokyo_1' as source ,  cast([TCPhase..Deg.] as float) ,  cast([C1RPh..Deg.] as float)",93,12,SELECT,[],0,0,NO,0,0,0,0,0,0
SELECT  * FROM  [1307].[table_cinq_cents_objets_1312nomiques.csv],65,4,SELECT,['[1307].[TABLE_CINQ_CENTS_OBJETS_1312NOMIQUES.CSV]'],1,0,NO,0,1,0,0,0,0
SELECT  cast(cast('11:35 PM' as time) as datetime),50,7,SELECT,[],0,0,NO,0,0,0,0,0,0
"SELECT  M1ID, M1ratio, T1D3ratio, T1D5ratio FROM  [1123].[filt3_M1]m1 join [1123].[filt3_M3]m3 on m1.M1ID=m3.M3ID join [1123].[filt3_T1D3]t1d3 on m1.M1ID=t1d3.T1D3ID join [1123].[filt3_T1D5]t1d5 on m1.M1ID=t1d5.T1D5ID join [1123].[filt3_T3D3]t3d3 on m1.M1ID=t3d3.T3D3ID join [1123].[filt3_T3D5]t3d5 on m1.M1ID=t3d5.T3D5ID where [M1coverage] >= '5' and [M3coverage] >= '5' and [T1D3coverage] >= '5' and [T1D5coverage] >= '5' and [T3D3coverage] >= '5' and [T3D5coverage] >= '5'",475,51,SELECT,"['[1123].[FILT3_T1D3]T1D3', '[1123].[FILT3_M1]M1', '[1123].[FILT3_T3D3]T3D3', '[1123].[FILT3_T3D5]T3D5', '[1123].[FILT3_M3]M3', '[1123].[FILT3_T1D5]T1D5']",6,5,NO,0,4,0,0,0,5
SELECT  * FROM  [1314howe].[UW highest paid employee by department] where middle ='T',85,12,SELECT,['[1314HOWE].[UW'],1,0,NO,0,1,0,0,0,1
"SELECT  floor(latitude/0.7)*0.7 as latbin ,  floor(longitude/0.7)*0.7 as lonbin ,  floor(0.2/0.7)*0.7,  0.49/0.7 ,  species FROM  [690].[All3col]",145,15,SELECT,['[690].[ALL3COL]'],1,0,NO,0,5,0,0,0,0
"SELECT  CAS001, CASE WHEN CAS001=2 THEN 'NM' WHEN CAS001=1 THEN 'M' WHEN CAS001=0 THEN 'U' END AS CAS001MethStat FROM  [412].[summed presence absence fragment peaks]",165,24,SELECT,['[412].[SUMMED'],1,0,NO,0,2,0,0,0,0
select idx from Frame1 where idx = 1 union select idx from Frame2 where idx= 21,79,16,SELECT,"['FRAME2', 'FRAME1']",2,0,NO,0,1,0,0,0,1
SELECT  * FROM  [876].[table_NUTR_DEF_1.csv],44,4,SELECT,['[876].[TABLE_NUTR_DEF_1.CSV]'],1,0,NO,0,1,0,0,0,0
"SELECT [protein] AS [protein63], [protein probability] AS [protein probability63], [percent coverage] AS [percent coverage63], [tot indep spectra] AS [tot indep spectra63], [peptides] AS [peptides63] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea63.prot.xls] WHERE  [tot indep spectra]>1",290,30,SELECT,['[412].[TABLE_PROPHET_2014_SEPT_08_BERINGSEA63.PROT.XLS]'],1,0,NO,0,5,0,0,0,1
SELECT  * FROM  [1002].[Tokyo_2_merged_data_time_binned],56,4,SELECT,['[1002].[TOKYO_2_MERGED_DATA_TIME_BINNED]'],1,0,NO,0,1,0,0,0,0
"select distinct x.followee,  y.follower from twittermat x,  twittermat y where x.follower=y.followee",100,11,SELECT,['TWITTERMAT'],1,1,NO,0,2,0,0,0,1
